-94;-3.35257;152.788;13;62.7262;-0.921198;44;tak;-3.35254;0.0215223;20;nie;
-72;-38.7043;18.6474;11;-0.000851352;1.4496e-11;42;nie;-nan(ind);-nan(ind);4;nie;
-89;1.64743;157.788;13;62.7256;-0.921198;44;tak;-nan(ind);-nan(ind);4;nie;
-55;-21.7043;35.6474;11;-4.68992e-05;4.39833e-14;42;nie;-6.97133;0.000972049;27;nie;
12;-8.17919;4.58799;9;0.000112794;2.54443e-13;36;nie;5.26589e-12;6.44833e-05;10;nie;
-21;-8.77019;12.2957;9;-0.000130064;3.38328e-13;38;nie;-1.7627;6.21447e-05;27;nie;
4;-3.41201;1.2775;7;-2.8921e-05;1.6721e-14;34;nie;-nan(ind);-nan(ind);4;nie;
68;60.588;65.2775;7;62.7269;-0.921198;34;tak;62.5211;-0.920562;23;tak;
1;-0.65;1;4;3.84448e-05;2.95526e-14;32;nie;-0.174967;6.125e-07;22;nie;
43;-11.9378;22.8208;11;0.000329685;2.17384e-12;40;nie;-5.44144;0.000592196;26;nie;
-1;-1;0.65;3;-3.84448e-05;2.95526e-14;32;nie;2.66363e-13;6.125e-07;9;nie;
-64;-30.7043;26.6474;11;-0.000119698;2.86545e-13;42;nie;-0.000931538;8.22926e-05;13;nie;
-21;-8.77019;12.2957;9;-0.000130064;3.38328e-13;38;nie;-1.7627;6.21447e-05;27;nie;
98;43.0622;77.8208;11;62.7269;-0.921198;40;tak;60.4415;-0.845935;7;tak;
4;-3.41201;1.2775;7;-2.8921e-05;1.6721e-14;34;nie;-nan(ind);-nan(ind);4;nie;
36;-18.9378;15.8208;11;0.000730981;1.06867e-11;40;nie;-2.48852e-09;4.85792e-05;12;nie;
-56;-22.7043;34.6474;11;0.000612138;7.49426e-12;42;nie;-5.9715;0.000713187;28;nie;
-17;-4.77019;16.2957;9;0.000707351;1.00069e-11;38;nie;-4.77016;0.000664182;18;nie;
-84;6.64743;162.788;13;62.7283;-0.921198;44;tak;-nan(ind);-nan(ind);4;nie;
-22;-9.77019;11.2957;9;0.000622844;7.75869e-12;38;nie;-0.762733;1.16353e-05;30;nie;
-44;-23.8208;10.9378;10;0.000568693;6.46822e-12;40;nie;-nan(ind);-nan(ind);4;nie;
5;-2.41201;2.2775;7;-0.000516891;5.34351e-12;34;nie;6.72757e-13;9.04597e-08;14;nie;
85;51.7043;72.7702;10;62.7261;-0.921198;38;tak;62.3016;-0.917607;18;tak;
-80;10.6474;166.788;13;62.7278;-0.921198;44;tak;-nan(ind);-nan(ind);4;nie;
-51;-17.7043;39.6474;11;-0.000681731;9.29515e-12;42;nie;-10.9715;0.0024075;27;nie;
63;62;-62;3;62;-0.913305;2;tak;0;-7.44939e-18;4;nie;
-11;-3.58799;9.17919;8;-0.000350107;2.45149e-12;36;nie;-2.79559;0.000156307;23;nie;
-2;-1;0.7225;4;-9.64659e-05;1.86106e-13;32;nie;2.72445e-13;3.85031e-07;10;nie;
-69;-35.7043;21.6474;11;-0.000827146;1.36834e-11;42;nie;-1.60553e-05;0.000987984;8;nie;
28;-26.9378;7.82081;11;6.78183e-05;9.19789e-14;40;nie;-nan(ind);-nan(ind);4;nie;
76;55.8208;68.588;9;62.7262;-0.921198;36;tak;62.5468;-0.91711;13;tak;
2;-0.7225;1;5;9.64659e-05;1.86106e-13;32;nie;-0.138693;3.85031e-07;23;nie;
55;59.4921;67.2298;7;62.7267;-0.921198;36;tak;62.0922;-0.915171;25;tak;
-40;-19.8208;14.9378;10;0.000900274;1.62099e-11;40;nie;7.97603e-09;0.000119217;11;nie;
83;49.7043;70.7702;10;62.7276;-0.921198;38;tak;61.2729;-0.83252;12;tak;
-72;-38.7043;18.6474;11;-0.000851352;1.4496e-11;42;nie;-nan(ind);-nan(ind);4;nie;
-74;-19.0622;75.5683;12;0.00129191;3.33806e-11;42;nie;-8.19993;0.0159709;11;nie;
-37;-16.8208;17.9378;10;0.000167397;5.60426e-13;40;nie;-0.558457;6.23871e-06;30;nie;
-81;9.64743;165.788;13;62.728;-0.921198;44;tak;-nan(ind);-nan(ind);4;nie;
70;57.7702;65.5079;8;62.7273;-0.921198;36;tak;62.6354;-0.903614;9;tak;
5;-2.41201;2.2775;7;-0.000516891;5.34351e-12;34;nie;6.72757e-13;9.04597e-08;14;nie;
62;62;63.65;3;62.7267;-0.921198;32;tak;62.6289;-0.921054;23;tak;
-37;-16.8208;17.9378;10;0.000167397;5.60426e-13;40;nie;-0.558457;6.23871e-06;30;nie;
62;62;63.65;3;62.7267;-0.921198;32;tak;62.6289;-0.921054;23;tak;
