0; 0; 0; 
0,1; 0,00491693; 0,0971145; 
0,2; 0,0190233; 0,182321; 
0,3; 0,0407109; 0,24757; 
0,4; 0,0676688; 0,286965; 
0,5; 0,0971269; 0,297286; 
0,6; 0,126139; 0,278241; 
0,7; 0,151875; 0,23242; 
0,8; 0,171896; 0,164971; 
0,9; 0,184382; 0,0830333; 
1; 0,188297; -0,00501233; 
1,1; 0,183468; -0,090393; 
1,2; 0,170586; -0,164814; 
1,3; 0,151109; -0,221258; 
1,4; 0,127109; -0,254641; 
1,5; 0,101047; -0,262265; 
1,6; 0,0755255; -0,244019; 
1,7; 0,0530311; -0,202328; 
1,8; 0,0356916; -0,141854; 
1,9; 0,0250775; -0,068982; 
2; 0,0220622; 0,00884515; 
2,1; 0,0267534; 0,0838844; 
2,2; 0,0385013; 0,148856; 
2,3; 0,0559812; 0,197647; 
2,4; 0,07734; 0,225879; 
2,5; 0,10039; 0,231295; 
2,6; 0,122833; 0,213928; 
2,7; 0,142486; 0,176041; 
2,8; 0,157493; 0,121851; 
2,9; 0,1665; 0,057067; 
3; 0,168772; -0,0117054; 
3,1; 0,164254; -0,0776333; 
3,2; 0,153555; -0,134331; 
3,3; 0,137876; -0,176475; 
3,4; 0,118876; -0,200296; 
3,5; 0,098496; -0,203916; 
3,6; 0,0787667; -0,187478; 
3,7; 0,0616039; -0,153088; 
3,8; 0,0486247; -0,104556; 
3,9; 0,0409969; -0,0469835; 
4; 0,0393353; 0,0137679; 
4,1; 0,0436552; 0,0716709; 
4,2; 0,0533859; 0,121126; 
4,3; 0,067441; 0,157498; 
4,4; 0,0843373; 0,17755; 
4,5; 0,10235; 0,17972; 
4,6; 0,119688; 0,164238; 
4,7; 0,13467; 0,133055; 
4,8; 0,145887; 0,089613; 
4,9; 0,152333; 0,0384685; 
5; 0,153496; -0,01518; 
5,1; 0,149391; -0,0660173; 
5,2; 0,140552; -0,109135; 
5,3; 0,127959; -0,1405; 
5,4; 0,11294; -0,157333; 
5,5; 0,0970242; -0,158344; 
5,6; 0,081793; -0,143824; 
5,7; 0,0687209; -0,115579; 
5,8; 0,0590345; -0,076713; 
5,9; 0,0535988; -0,0312951; 
6; 0,0528411; 0,0160658; 
6,1; 0,0567201; 0,060684; 
6,2; 0,0647414; 0,098258; 
6,3; 0,0760173; 0,125282; 
6,4; 0,0893633; 0,139371; 
6,5; 0,103421; 0,139465; 
6,6; 0,116797; 0,125899; 
6,7; 0,128198; 0,100339; 
6,8; 0,136556; 0,0655855; 
6,9; 0,141128; 0,0252675; 
7; 0,141559; -0,0165292; 
7,1; 0,137911; -0,0556752; 
7,2; 0,13064; -0,0884026; 
7,3; 0,120548; -0,111665; 
7,4; 0,108693; -0,123419; 
7,5; 0,0962801; -0,122796; 
7,6; 0,0845377; -0,110165; 
7,7; 0,0745994; -0,0870571; 
7,8; 0,0673938; -0,0559953; 
7,9; 0,0635591; -0,0202172; 
8; 0,0633875; 0,0166571; 
8,1; 0,0668054; 0,0509897; 
8,2; 0,0733893; 0,0794814; 
8,3; 0,0824166; 0,0994865; 
8,4; 0,0929427; 0,109255; 
8,5; 0,1039; 0,108085; 
8,6; 0,114205; 0,0963585; 
8,7; 0,122864; 0,0754862; 
8,8; 0,129071; 0,0477374; 
8,9; 0,132277; 0,0159993; 
9; 0,132244; -0,0165219; 
9,1; 0,129054; -0,0466221; 
9,2; 0,123098; -0,0714136; 
9,3; 0,115027; -0,0885999; 
9,4; 0,105684; -0,0966857; 
9,5; 0,0960147; -0,095104; 
9,6; 0,0869746; -0,0842485; 
9,7; 0,0794333; -0,0654111; 
9,8; 0,0740922; -0,0406336; 
9,9; 0,07142; -0,0124889; 
10; 0,0716124; 0,0161837; 
10,1; 0,0745798; 0,0425636; 
10,2; 0,0799633; 0,064124; 
10,3; 0,0871758; 0,0788728; 
10,4; 0,0954661; 0,0855339; 
10,5; 0,103996; 0,0836547; 
10,6; 0,111923; 0,0736301; 
10,7; 0,118488; 0,0566429; 
10,8; 0,123079; 0,0345286; 
10,9; 0,125298; 0,0095791; 
11; 0,124984; -0,0156923; 
11,1; 0,122232; -0,038803; 
11,2; 0,11737; -0,0575433; 
11,3; 0,110928; -0,070186; 
11,4; 0,103575; -0,0756436; 
11,5; 0,0960527; -0,0735591; 
11,6; 0,0891031; -0,064323; 
11,7; 0,0833922; -0,0490162; 
11,8; 0,0794486; -0,0292875; 
11,9; 0,0776149; -0,007178; 
12; 0,0780185; 0,0150884; 
12,1; 0,0805646; 0,0353274; 
12,2; 0,084951; 0,0516073; 
12,3; 0,0907028; 0,0624316; 
12,4; 0,0972229; 0,0668751; 
12,5; 0,103854; 0,0646602; 
12,6; 0,109944; 0,0561682; 
12,7; 0,11491; 0,0423857; 
12,8; 0,118293; 0,024793; 
12,9; 0,119801; 0,00520692; 
13; 0,119333; -0,0144054; 
13,1; 0,116984; -0,0321228; 
13,2; 0,113029; -0,0462571; 
13,3; 0,107896; -0,0555128; 
13,4; 0,102117; -0,0591038; 
13,5; 0,0962729; -0,0568185; 
13,6; 0,0909383; -0,0490258; 
13,7; 0,0866227; -0,0366247; 
13,8; 0,0837237; -0,0209434; 
13,9; 0,0824901; -0,00359851; 
14; 0,0830015; 0,0136705; 
14,1; 0,085165; 0,0291744; 
14,2; 0,0887276; 0,0414386; 
14,3; 0,0933062; 0,0493421; 
14,4; 0,0984271; 0,0522187; 
14,5; 0,103576; 0,0499108; 
14,6; 0,108247; 0,0427725; 
14,7; 0,111995; 0,031622; 
14,8; 0,114476; 0,0176503; 
14,9; 0,115479; 0,00229519; 
15; 0,114941; -0,0129055; 
15,1; 0,112953; -0,026467; 
15,2; 0,109745; -0,0371019; 
15,3; 0,105663; -0,0438411; 
15,4; 0,101127; -0,0461207; 
15,5; 0,0965926; -0,0438278; 
15,6; 0,0925039; -0,0372997; 
15,7; 0,0892501; -0,0272803; 
15,8; 0,0871294; -0,0148369; 
15,9; 0,0863213; -0,00124786; 
16; 0,0868727; 0,0121278; 
16,1; 0,0886959; 0,0239855; 
16,2; 0,0915811; 0,0332017; 
16,3; 0,0952194; 0,0389391; 
16,4; 0,099236; 0,0407217; 
16,5; 0,103228; 0,0384727; 
16,6; 0,106806; 0,0325119; 
16,7; 0,109629; 0,0235145; 
16,8; 0,111439; 0,0124367; 
16,9; 0,112084; 0,000414633; 
17; 0,11153; -0,0113512; 
17,1; 0,109861; -0,0217149; 
17,2; 0,107267; -0,0296964; 
17,3; 0,104026; -0,0345727; 
17,4; 0,10047; -0,0359432; 
17,5; 0,0969567; -0,0337601; 
17,6; 0,0938278; -0,028325; 
17,7; 0,0913805; -0,0202504; 
17,8; 0,0898377; -0,0103923; 
17,9; 0,0893281; 0,000240106; 
18; 0,0898762; 0,0105864; 
18,1; 0,091402; 0,0196406; 
