5; 1; 10; 
4,98441; 1,01858; 11,2205; 
4,96884; 1,03708; 12,3875; 
4,95329; 1,05548; 13,5041; 
4,93777; 1,0738; 14,5736; 
4,92227; 1,09204; 15,5986; 
4,9068; 1,11018; 16,5818; 
4,89135; 1,12825; 17,5256; 
4,87593; 1,14623; 18,4322; 
4,86053; 1,16413; 19,3036; 
4,84516; 1,18194; 20,1418; 
4,82981; 1,19968; 20,9486; 
4,81448; 1,21733; 21,7255; 
4,79918; 1,2349; 22,4742; 
4,7839; 1,2524; 23,196; 
4,76865; 1,26981; 23,8924; 
4,75342; 1,28715; 24,5645; 
4,73821; 1,30441; 25,2136; 
4,72303; 1,32159; 25,8407; 
4,70788; 1,3387; 26,4469; 
4,69275; 1,35573; 27,0332; 
4,67764; 1,37269; 27,6004; 
4,66256; 1,38957; 28,1494; 
4,6475; 1,40637; 28,681; 
4,63247; 1,4231; 29,196; 
4,61746; 1,43976; 29,6951; 
4,60247; 1,45635; 30,179; 
4,58751; 1,47286; 30,6482; 
4,57257; 1,48931; 31,1035; 
4,55766; 1,50568; 31,5454; 
4,54277; 1,52198; 31,9744; 
4,52791; 1,53821; 32,3911; 
4,51307; 1,55437; 32,7959; 
4,49826; 1,57046; 33,1892; 
4,48347; 1,58648; 33,5716; 
4,4687; 1,60243; 33,9435; 
4,45396; 1,61832; 34,3052; 
4,43924; 1,63414; 34,6571; 
4,42455; 1,64989; 34,9995; 
4,40988; 1,66557; 35,3329; 
4,39524; 1,68118; 35,6575; 
4,38062; 1,69673; 35,9737; 
4,36602; 1,71222; 36,2817; 
4,35145; 1,72764; 36,5819; 
4,3369; 1,74299; 36,8744; 
4,32238; 1,75828; 37,1596; 
4,30788; 1,7735; 37,4377; 
4,29341; 1,78866; 37,7089; 
4,27896; 1,80375; 37,9735; 
4,26453; 1,81879; 38,2316; 
4,25013; 1,83376; 38,4836; 
4,23576; 1,84866; 38,7295; 
4,22141; 1,8635; 38,9696; 
4,20708; 1,87829; 39,204; 
4,19278; 1,89301; 39,4329; 
4,1785; 1,90766; 39,6566; 
