-96;-26.2424;105.599;12;62.7269;-0.921198;44;tak;-nan(ind);-nan(ind);6;nie;
90;48.9661;75.8014;10;62.727;-0.921198;40;tak;-nan(ind);-nan(ind);7;nie;
97;27.2424;72.8624;11;62.7267;-0.921198;40;tak;-nan(ind);-nan(ind);3;nie;
-72;-30.9661;46.5879;11;-0.00081965;1.34365e-11;42;nie;-7.81083;0.00122019;29;nie;
-94;-52.9661;24.5879;11;0.00127721;3.26252e-11;42;nie;-nan(ind);-nan(ind);4;nie;
10;-4.19857;5.087;8;0.000181959;6.62177e-13;36;nie;-0.444176;3.94654e-06;26;nie;
-81;-39.9661;37.5879;11;0.000284035;1.61352e-12;42;nie;-0.473059;2.82805e-05;16;nie;
-62;7.75757;139.599;12;62.7258;-0.921198;44;tak;50.8238;-0.0345043;27;nie;
68;59.6479;65.11;7;62.7271;-0.921198;34;tak;62.7022;-0.919382;11;tak;
53;57.913;67.1986;7;62.7267;-0.921198;36;tak;62.6779;-0.920758;15;tak;
-53;-28.8624;16.7576;10;-0.000584515;6.83315e-12;40;nie;-5.46097e-08;0.000732638;9;nie;
-38;-13.8624;31.7576;10;0.000528012;5.57593e-12;40;nie;-8.94743;0.00160118;25;nie;
0;-1;1;3;3.92094e-07;-4.37464e-18;32;nie;2.95953e-13;-7.44939e-18;18;nie;
61;62;63.89;4;62.727;-0.921198;32;tak;62.5089;-0.920484;22;tak;
12;-12.1376;3.6479;9;-0.000669107;8.95407e-12;38;nie;-nan(ind);-nan(ind);4;nie;
19;-5.13757;10.6479;9;0.000712315;1.01479e-11;38;nie;-2.75516;0.000151819;25;nie;
-41;-16.8624;28.7576;10;-0.00124005;3.07545e-11;40;nie;-5.94754;0.000707472;29;nie;
-92;-50.9661;26.5879;11;0.00133259;3.55158e-11;42;nie;-nan(ind);-nan(ind);4;nie;
-35;-10.8624;34.7576;10;-0.000279726;1.56493e-12;40;nie;-10.8624;0.00285489;21;nie;
48;56.3521;72.1376;8;62.7263;-0.921198;38;tak;61.2038;-0.887033;27;tak;
-89;-47.9661;29.5879;11;6.2516e-05;7.81575e-14;42;nie;-0.0075673;0.0016888;8;nie;
96;26.2424;71.8624;11;62.7261;-0.921198;40;tak;-nan(ind);-nan(ind);3;nie;
28;-13.0339;13.8014;10;-0.000316092;1.99827e-12;40;nie;-0.383758;2.94576e-06;31;nie;
-47;-22.8624;22.7576;10;0.000375808;2.82463e-12;40;nie;-3.88055e-05;5.49745e-08;20;nie;
95;53.9661;80.8014;10;62.7269;-0.921198;40;tak;58.0112;-0.637156;28;nie;
-3;-1.3;1.913;5;0.000617911;7.63627e-12;32;nie;-0.306476;1.87884e-06;23;nie;
84;42.9661;69.8014;10;62.7271;-0.921198;40;tak;-nan(ind);-nan(ind);4;nie;
-40;-15.8624;29.7576;10;-0.000650696;8.46809e-12;40;nie;-6.94753;0.000965375;26;nie;
25;-16.0339;10.8014;10;-0.000265718;1.41211e-12;40;nie;1.10349e-09;0.000136892;10;nie;
76;51.8624;67.6479;9;62.7274;-0.921198;38;tak;62.0539;-0.797244;11;tak;
-83;-41.9661;35.5879;11;0.000228656;1.04566e-12;42;nie;-0.206814;0.000203411;13;nie;
13;-11.1376;4.6479;9;-5.97751e-05;7.14539e-14;38;nie;-nan(ind);-nan(ind);4;nie;
-7;-2.087;7.19857;7;-0.000663623;8.80789e-12;36;nie;-2.08698;0.000130641;17;nie;
-53;-28.8624;16.7576;10;-0.000584515;6.83315e-12;40;nie;-5.46097e-08;0.000732638;9;nie;
-69;-27.9661;49.5879;11;0.000616562;7.60296e-12;42;nie;10.8109;0.0023375;8;nie;
-57;12.7576;144.599;12;62.7271;-0.921198;44;tak;-nan(ind);-nan(ind);4;nie;
-18;-9.6479;6.13757;8;-0.000102984;2.12105e-13;38;nie;2.12983e-11;6.16121e-05;9;nie;
-84;-42.9661;34.5879;11;-0.00115218;2.65502e-11;42;nie;-0.129426;0.000350976;12;nie;
-51;-26.8624;18.7576;10;0.000594193;7.0613e-12;40;nie;-8.3976e-07;0.000328444;10;nie;
60;61.7;64.913;5;62.7271;-0.921198;32;tak;62.1467;-0.91616;21;tak;
95;53.9661;80.8014;10;62.7269;-0.921198;40;tak;58.0112;-0.637156;28;nie;
-53;-28.8624;16.7576;10;-0.000584515;6.83315e-12;40;nie;-5.46097e-08;0.000732638;9;nie;
-42;-17.8624;27.7576;10;0.000746397;1.11422e-11;40;nie;-4.94755;0.000489569;28;nie;
-94;-52.9661;24.5879;11;0.00127721;3.26252e-11;42;nie;-nan(ind);-nan(ind);4;nie;
-40;-15.8624;29.7576;10;-0.000650696;8.46809e-12;40;nie;-6.94753;0.000965375;26;nie;
-14;-5.6479;10.1376;8;-0.000549556;6.04024e-12;38;nie;-2.24481;0.000100786;26;nie;
9;-5.19857;4.087;8;-0.000572192;6.54806e-12;36;nie;3.26871e-12;6.17794e-06;11;nie;
54;58.913;68.1986;7;62.7274;-0.921198;36;tak;61.8966;-0.910913;26;tak;
53;57.913;67.1986;7;62.7267;-0.921198;36;tak;62.6779;-0.920758;15;tak;
